word,avg_green,avg_yellow,avg_grey,entropy,avg_green_scaled,avg_yellow_scaled,avg_grey_scaled,entropy_scaled,TYPE,GREEN,YELLOW,GREY,ENTROPY
rally,0.45,0.75,3.8,4.87,0.529,0.431,0.444,0.750,,,,,
theft,0.27,0.8,3.93,3.95,0.318,0.460,0.505,0.607,,,,,
hello,0.31,1.02,3.67,4.53,0.365,0.586,0.384,0.697,,,,,
cites,0.71,1.1,3.2,6.01,0.835,0.632,0.167,0.927,,,,,
clues,0.69,1.03,3.29,5.77,0.812,0.592,0.208,0.890,,,,,
coats,0.71,1.02,3.27,6.03,0.835,0.586,0.199,0.930,,,,,
hints,0.56,0.88,3.56,5.64,0.659,0.506,0.333,0.870,,,,,
loads,0.64,1.13,3.24,5.92,0.753,0.649,0.185,0.913,,,,,
mates,0.74,1.16,3.1,6.24,0.871,0.667,0.120,0.963,,,,,
monks,0.59,0.72,3.7,5.56,0.694,0.414,0.398,0.857,,,,,
pious,0.55,0.88,3.57,5.5,0.647,0.506,0.338,0.848,,,,,
polls,0.63,0.66,3.71,5.16,0.741,0.379,0.403,0.795,,,,,
pratt,0.43,0.78,3.8,4.77,0.506,0.448,0.444,0.734,,,,,
rides,0.65,1.24,3.11,6.14,0.765,0.713,0.125,0.947,,,,,
sands,0.68,0.68,3.64,5.26,0.800,0.391,0.370,0.811,,,,,
scars,0.6,0.87,3.53,5.11,0.706,0.500,0.319,0.787,,,,,
seeks,0.64,0.52,3.85,4.35,0.753,0.299,0.468,0.669,,,,,
sings,0.61,0.53,3.86,4.96,0.718,0.305,0.472,0.764,,,,,
tents,0.59,0.98,3.43,5.37,0.694,0.563,0.273,0.828,,,,,
tours,0.6,1.04,3.36,5.94,0.706,0.598,0.241,0.916,,,,,
wales,0.74,1.12,3.14,6.07,0.871,0.644,0.139,0.936,,,,,
salad,0.5,0.93,3.57,5.08,0.588,0.534,0.338,0.783,,,,,
choke,0.4,0.91,3.69,5.01,0.471,0.523,0.394,0.772,,,,,
blown,0.3,0.77,3.94,4.57,0.353,0.443,0.509,0.703,,,,,
woven,0.46,0.79,3.75,4.79,0.541,0.454,0.421,0.738,,,,,
apple,0.3,1.12,3.58,4.53,0.353,0.644,0.343,0.697,,,,,
slack,0.41,1.11,3.49,5.31,0.482,0.638,0.301,0.818,,,,,
stack,0.36,1.14,3.51,5.17,0.424,0.655,0.310,0.797,,,,,
awoke,0.33,1.14,3.53,4.84,0.388,0.655,0.319,0.745,,,,,
bless,0.55,0.93,3.52,4.87,0.647,0.534,0.315,0.750,,,,,
glove,0.36,1,3.64,4.85,0.424,0.575,0.370,0.747,,,,,
scrub,0.26,1.08,3.66,4.73,0.306,0.621,0.380,0.728,,,,,
pearl,0.4,1.37,3.23,5.64,0.471,0.787,0.181,0.870,,,,,
quill,0.3,0.45,4.25,3.62,0.353,0.259,0.653,0.556,,,,,
brood,0.39,0.62,3.99,4.46,0.459,0.356,0.532,0.686,,,,,
agony,0.33,0.91,3.77,4.96,0.388,0.523,0.431,0.764,,,,,
comic,0.34,0.59,4.07,4.3,0.400,0.339,0.569,0.661,,,,,
blunt,0.36,0.75,3.9,4.94,0.424,0.431,0.491,0.761,,,,,
dense,0.43,1.07,3.51,4.92,0.506,0.615,0.310,0.758,,,,,
quack,0.28,0.6,4.12,3.96,0.329,0.345,0.593,0.609,,,,,
dread,0.36,1.17,3.47,4.92,0.424,0.672,0.292,0.758,,,,,
oddly,0.23,0.74,4.04,3.98,0.271,0.425,0.556,0.612,,,,,
resin,0.3,1.62,3.08,5.77,0.353,0.931,0.111,0.890,,,,,
filly,0.4,0.4,4.2,4.35,0.471,0.230,0.630,0.669,,,,,
blend,0.38,1.03,3.59,5.09,0.447,0.592,0.347,0.784,,,,,
haste,0.46,1.45,3.09,5.77,0.541,0.833,0.116,0.890,,,,,
demon,0.28,1.17,3.55,5.17,0.329,0.672,0.329,0.797,,,,,
skiff,0.27,0.71,4.03,3.78,0.318,0.408,0.551,0.581,,,,,
topic,0.3,0.92,3.78,4.93,0.353,0.529,0.435,0.759,,,,,
wrath,0.37,0.91,3.72,4.94,0.435,0.523,0.407,0.761,,,,,
wheat,0.29,1.18,3.52,4.98,0.341,0.678,0.315,0.767,,,,,
berry,0.45,0.71,3.85,4.74,0.529,0.408,0.468,0.730,,,,,
gland,0.39,0.89,3.72,5.13,0.459,0.511,0.407,0.790,,,,,
thigh,0.28,0.54,4.18,3.95,0.329,0.310,0.620,0.607,,,,,
bulky,0.36,0.45,4.19,4.8,0.424,0.259,0.625,0.739,,,,,
surge,0.47,1.23,3.3,5.65,0.553,0.707,0.213,0.871,,,,,
await,0.31,0.74,3.95,4.24,0.365,0.425,0.514,0.652,,,,,
pulse,0.39,1.28,3.33,5.54,0.459,0.736,0.227,0.854,,,,,
tonal,0.39,1.18,3.44,5.61,0.459,0.678,0.278,0.865,,,,,
steer,0.5,1.19,3.31,5.18,0.588,0.684,0.218,0.798,,,,,
beans,0.66,1.18,3.17,6.03,0.776,0.678,0.153,0.930,,,,,
cares,0.81,1.21,2.98,6.46,0.953,0.695,0.065,0.997,,,,,
coins,0.69,0.84,3.47,5.84,0.812,0.483,0.292,0.901,,,,,
evils,0.47,1.22,3.31,5.18,0.553,0.701,0.218,0.798,,,,,
grips,0.54,0.87,3.59,5.46,0.635,0.500,0.347,0.842,,,,,
jokes,0.65,0.85,3.5,5.28,0.765,0.489,0.306,0.814,,,,,
kirby,0.32,0.66,4.03,4.73,0.376,0.379,0.551,0.728,,,,,
moses,0.73,0.8,3.47,5.39,0.859,0.460,0.292,0.831,,,,,
oscar,0.17,1.63,3.2,5.18,0.200,0.937,0.167,0.798,,,,,
pants,0.65,0.94,3.41,5.98,0.765,0.540,0.264,0.922,,,,,
pelts,0.59,1.2,3.21,5.95,0.694,0.690,0.171,0.918,,,,,
pulls,0.55,0.58,3.88,4.9,0.647,0.333,0.481,0.755,,,,,
rails,0.66,1.2,3.14,6.17,0.776,0.690,0.139,0.952,,,,,
rated,0.54,1.27,3.19,6.01,0.635,0.730,0.162,0.927,,,,,
reins,0.61,1.31,3.08,6.13,0.718,0.753,0.111,0.946,,,,,
seams,0.67,0.95,3.38,5.36,0.788,0.546,0.250,0.826,,,,,
timed,0.47,0.98,3.55,5.5,0.553,0.563,0.329,0.848,,,,,
focal,0.35,0.99,3.67,4.94,0.412,0.569,0.384,0.761,,,,,
stool,0.34,1.08,3.58,4.79,0.400,0.621,0.343,0.738,,,,,
slump,0.31,0.95,3.74,4.92,0.365,0.546,0.417,0.758,,,,,
flair,0.37,1.08,3.56,5.2,0.435,0.621,0.333,0.801,,,,,
scrap,0.31,1.31,3.38,5.31,0.365,0.753,0.250,0.818,,,,,
rusty,0.35,1.09,3.56,5.48,0.412,0.626,0.333,0.845,,,,,
bluff,0.23,0.46,4.32,3.51,0.271,0.264,0.685,0.539,,,,,
ionic,0.31,0.72,3.98,4.3,0.365,0.414,0.528,0.661,,,,,
niece,0.38,0.86,3.76,4.49,0.447,0.494,0.426,0.691,,,,,
stamp,0.33,1.17,3.5,5.17,0.388,0.672,0.306,0.797,,,,,
wreck,0.29,0.98,3.74,4.53,0.341,0.563,0.417,0.697,,,,,
alley,0.49,0.91,3.6,4.87,0.576,0.523,0.352,0.750,,,,,
creed,0.54,0.76,3.7,4.85,0.635,0.437,0.398,0.747,,,,,
bosom,0.34,0.76,3.9,4.31,0.400,0.437,0.491,0.663,,,,,
choir,0.35,0.95,3.71,5.09,0.412,0.546,0.403,0.784,,,,,
elect,0.29,1.03,3.68,4.33,0.341,0.592,0.389,0.666,,,,,
credo,0.32,1.31,3.37,5.24,0.376,0.753,0.245,0.807,,,,,
bloat,0.37,1.08,3.54,5.34,0.435,0.621,0.324,0.823,,,,,
dwell,0.25,0.88,3.87,3.98,0.294,0.506,0.477,0.612,,,,,
motif,0.32,0.8,3.88,4.71,0.376,0.460,0.481,0.725,,,,,
thief,0.42,0.93,3.65,4.82,0.494,0.534,0.375,0.742,,,,,
trunk,0.31,0.82,3.87,4.92,0.365,0.471,0.477,0.758,,,,,
super,0.5,1.23,3.27,5.69,0.588,0.707,0.199,0.877,,,,,
flour,0.31,0.94,3.76,4.84,0.365,0.540,0.426,0.745,,,,,
fraud,0.38,0.86,3.76,4.89,0.447,0.494,0.426,0.753,,,,,
crisp,0.35,1.12,3.53,5.19,0.412,0.644,0.319,0.800,,,,,
cheer,0.48,0.76,3.76,4.57,0.565,0.437,0.426,0.703,,,,,
ankle,0.3,1.3,3.4,5.12,0.353,0.747,0.259,0.789,,,,,
minus,0.52,0.8,3.68,5.51,0.612,0.460,0.389,0.849,,,,,
shout,0.38,1.06,3.57,5.34,0.447,0.609,0.338,0.823,,,,,
frail,0.37,1.08,3.56,5.22,0.435,0.621,0.333,0.804,,,,,
knelt,0.26,1.2,3.54,4.88,0.306,0.690,0.324,0.752,,,,,
scout,0.34,1.14,3.53,5.23,0.400,0.655,0.319,0.806,,,,,
boast,0.48,1.18,3.34,5.62,0.565,0.678,0.231,0.866,,,,,
merry,0.42,0.75,3.83,4.76,0.494,0.431,0.458,0.733,,,,,
rumor,0.26,0.72,4.01,4.29,0.306,0.414,0.542,0.660,,,,,
borne,0.54,1.05,3.41,5.7,0.635,0.603,0.264,0.879,,,,,
mamma,0.31,0.25,4.44,3.03,0.365,0.144,0.741,0.464,,,,,
repel,0.43,0.92,3.65,4.72,0.506,0.529,0.375,0.727,,,,,
setup,0.34,1.32,3.35,5.25,0.400,0.759,0.236,0.809,,,,,
alibi,0.25,0.87,3.88,4.22,0.294,0.500,0.481,0.649,,,,,
petty,0.41,0.7,3.89,4.65,0.482,0.402,0.486,0.716,,,,,
peril,0.36,1.26,3.37,5.53,0.424,0.724,0.245,0.852,,,,,
baked,0.54,0.85,3.61,5.39,0.635,0.489,0.356,0.831,,,,,
bells,0.6,0.88,3.52,5.13,0.706,0.506,0.315,0.790,,,,,
belts,0.61,1.16,3.24,5.88,0.718,0.667,0.185,0.907,,,,,
bites,0.7,1.04,3.26,5.99,0.824,0.598,0.194,0.924,,,,,
blows,0.52,0.82,3.66,5.15,0.612,0.471,0.380,0.793,,,,,
coals,0.71,1.04,3.25,6.02,0.835,0.598,0.190,0.929,,,,,
colts,0.66,0.95,3.39,5.89,0.776,0.546,0.255,0.908,,,,,
cooks,0.64,0.48,3.88,4.91,0.753,0.276,0.481,0.756,,,,,
deeds,0.55,0.71,3.74,4.37,0.647,0.408,0.417,0.672,,,,,
domes,0.71,1.02,3.27,6.01,0.835,0.586,0.199,0.927,,,,,
dunes,0.67,0.99,3.34,5.93,0.788,0.569,0.231,0.915,,,,,
eased,0.51,1.18,3.32,5.21,0.600,0.678,0.222,0.803,,,,,
horns,0.63,0.94,3.43,5.78,0.741,0.540,0.273,0.891,,,,,
jenny,0.38,0.55,4.08,4.04,0.447,0.316,0.574,0.621,,,,,
kills,0.52,0.66,3.82,4.88,0.612,0.379,0.454,0.752,,,,,
lakes,0.7,1.18,3.13,6.07,0.824,0.678,0.134,0.936,,,,,
modes,0.71,1.02,3.27,5.98,0.835,0.586,0.199,0.922,,,,,
moods,0.61,0.57,3.82,4.93,0.718,0.328,0.454,0.759,,,,,
odors,0.45,0.95,3.6,4.63,0.529,0.546,0.352,0.713,,,,,
palms,0.59,0.92,3.48,5.7,0.694,0.529,0.296,0.879,,,,,
peaks,0.6,1.12,3.28,5.81,0.706,0.644,0.204,0.896,,,,,
peers,0.59,0.98,3.44,5.23,0.694,0.563,0.278,0.806,,,,,
perry,0.43,0.75,3.82,4.8,0.506,0.431,0.454,0.739,,,,,
pills,0.57,0.66,3.77,5.07,0.671,0.379,0.431,0.781,,,,,
plots,0.57,1,3.43,5.74,0.671,0.575,0.273,0.885,,,,,
quirt,0.32,0.77,3.92,4.54,0.376,0.443,0.500,0.699,,,,,
raged,0.52,1.13,3.35,5.7,0.612,0.649,0.236,0.879,,,,,
ruins,0.57,0.97,3.47,5.76,0.671,0.557,0.292,0.888,,,,,
scots,0.59,0.72,3.69,4.91,0.694,0.414,0.394,0.756,,,,,
slips,0.61,0.62,3.77,4.96,0.718,0.356,0.431,0.764,,,,,
slums,0.56,0.55,3.89,4.73,0.659,0.316,0.486,0.728,,,,,
stops,0.55,0.72,3.73,4.9,0.647,0.414,0.412,0.755,,,,,
traps,0.57,1.14,3.29,5.9,0.671,0.655,0.208,0.910,,,,,
urges,0.6,1.1,3.3,5.5,0.706,0.632,0.213,0.848,,,,,
vines,0.66,0.97,3.38,5.73,0.776,0.557,0.250,0.884,,,,,
repay,0.34,1.26,3.4,5.47,0.400,0.724,0.259,0.843,,,,,
delta,0.33,1.43,3.24,5.56,0.388,0.822,0.185,0.857,,,,,
greet,0.49,0.81,3.69,4.74,0.576,0.466,0.394,0.730,,,,,
guild,0.37,0.69,3.93,4.91,0.435,0.397,0.505,0.756,,,,,
gaudy,0.41,0.63,3.96,5.01,0.482,0.362,0.519,0.772,,,,,
rouge,0.43,1.09,3.48,5.43,0.506,0.626,0.296,0.837,,,,,
tiger,0.45,1.13,3.42,5.53,0.529,0.649,0.269,0.852,,,,,
abbey,0.38,0.84,3.78,4.31,0.447,0.483,0.435,0.663,,,,,
proxy,0.35,0.62,4.03,4.47,0.412,0.356,0.551,0.688,,,,,
cargo,0.39,1.02,3.59,5.25,0.459,0.586,0.347,0.809,,,,,
apron,0.24,1.24,3.52,5.22,0.282,0.713,0.315,0.804,,,,,
brisk,0.36,1,3.65,5.08,0.424,0.575,0.375,0.783,,,,,
canoe,0.51,1.22,3.28,5.66,0.600,0.701,0.204,0.873,,,,,
slick,0.39,0.98,3.63,5.13,0.459,0.563,0.366,0.790,,,,,
derby,0.37,0.99,3.64,5.21,0.435,0.569,0.370,0.803,,,,,
kitty,0.34,0.44,4.22,4.24,0.400,0.253,0.639,0.652,,,,,
vowel,0.43,0.89,3.69,4.78,0.506,0.511,0.394,0.736,,,,,
beset,0.52,0.95,3.54,4.9,0.612,0.546,0.324,0.755,,,,,
chord,0.37,0.85,3.78,5.01,0.435,0.489,0.435,0.772,,,,,
basin,0.39,1.18,3.44,5.53,0.459,0.678,0.278,0.852,,,,,
barge,0.5,1.07,3.43,5.56,0.588,0.615,0.273,0.857,,,,,
cough,0.38,0.58,4.05,4.68,0.447,0.333,0.560,0.720,,,,,
fatty,0.46,0.47,4.08,4.43,0.541,0.270,0.574,0.682,,,,,
arena,0.33,1.23,3.44,4.94,0.388,0.707,0.278,0.761,,,,,
reign,0.34,1.2,3.47,5.27,0.400,0.690,0.292,0.812,,,,,
algae,0.35,1.05,3.61,4.67,0.412,0.603,0.356,0.719,,,,,
abide,0.34,1.24,3.43,5.16,0.400,0.713,0.273,0.795,,,,,
enact,0.29,1.39,3.33,5.17,0.341,0.799,0.227,0.797,,,,,
speck,0.31,1.18,3.51,4.9,0.365,0.678,0.310,0.755,,,,,
chore,0.43,1.14,3.43,5.48,0.506,0.655,0.273,0.845,,,,,
glare,0.43,1.32,3.25,5.65,0.506,0.759,0.190,0.871,,,,,
squat,0.33,1.06,3.62,4.74,0.388,0.609,0.361,0.730,,,,,
medal,0.3,1.32,3.39,5.33,0.353,0.759,0.255,0.821,,,,,
maple,0.45,1.11,3.44,5.39,0.529,0.638,0.278,0.831,,,,,
blaze,0.41,1,3.59,4.93,0.482,0.575,0.347,0.759,,,,,
fiery,0.4,1,3.6,5.19,0.471,0.575,0.352,0.800,,,,,
swell,0.34,1.1,3.56,4.52,0.400,0.632,0.333,0.696,,,,,
beast,0.44,1.44,3.12,5.78,0.518,0.828,0.130,0.891,,,,,
idiom,0.18,0.77,4.05,3.77,0.212,0.443,0.560,0.579,,,,,
hunch,0.28,0.46,4.27,3.93,0.329,0.264,0.662,0.604,,,,,
polar,0.41,1.14,3.45,5.6,0.482,0.655,0.282,0.863,,,,,
sword,0.38,1.1,3.53,5.13,0.447,0.632,0.319,0.790,,,,,
fuzzy,0.25,0.15,4.59,3.17,0.294,0.086,0.810,0.486,,,,,
plank,0.36,0.84,3.81,5.03,0.424,0.483,0.449,0.775,,,,,
booth,0.45,0.43,4.12,4.35,0.529,0.247,0.593,0.669,,,,,
titan,0.31,0.9,3.79,4.73,0.365,0.517,0.440,0.728,,,,,
sonar,0.49,1.36,3.16,5.96,0.576,0.782,0.148,0.919,,,,,
cable,0.48,1.1,3.42,5.4,0.565,0.632,0.269,0.832,,,,,
papal,0.35,0.52,4.13,3.88,0.412,0.299,0.597,0.596,,,,,
stark,0.37,1.29,3.34,5.51,0.435,0.741,0.231,0.849,,,,,
tenth,0.36,0.85,3.79,4.58,0.424,0.489,0.440,0.705,,,,,
spear,0.35,1.63,3.02,5.78,0.412,0.937,0.083,0.891,,,,,
wiser,0.45,1.32,3.24,5.61,0.529,0.759,0.185,0.865,,,,,
hound,0.41,0.67,3.92,5,0.482,0.385,0.500,0.770,,,,,
torso,0.37,1.1,3.53,4.98,0.435,0.632,0.319,0.767,,,,,
acids,0.48,1.12,3.4,5.39,0.565,0.644,0.259,0.831,,,,,
argon,0.26,1.19,3.54,5.22,0.306,0.684,0.324,0.804,,,,,
bowed,0.53,0.75,3.72,5.25,0.624,0.431,0.407,0.809,,,,,
burke,0.42,0.87,3.71,5.17,0.494,0.500,0.403,0.797,,,,,
buses,0.67,0.68,3.65,5.06,0.788,0.391,0.375,0.780,,,,,
corso,0.41,0.97,3.62,4.85,0.482,0.557,0.361,0.747,,,,,
cured,0.53,0.93,3.54,5.59,0.624,0.534,0.324,0.862,,,,,
discs,0.51,0.66,3.82,4.6,0.600,0.379,0.454,0.708,,,,,
edged,0.34,0.54,4.13,3.38,0.400,0.310,0.597,0.519,,,,,
forks,0.61,0.77,3.62,5.48,0.718,0.443,0.361,0.845,,,,,
gases,0.73,0.88,3.4,5.34,0.859,0.506,0.259,0.823,,,,,
gazed,0.5,0.81,3.69,4.97,0.588,0.466,0.394,0.766,,,,,
hears,0.6,1.38,3.02,6.08,0.706,0.793,0.083,0.938,,,,,
hoofs,0.57,0.51,3.92,4.52,0.671,0.293,0.500,0.696,,,,,
irons,0.54,1.16,3.3,5.75,0.635,0.667,0.213,0.887,,,,,
karns,0.61,1,3.39,5.87,0.718,0.575,0.255,0.905,,,,,
kings,0.49,0.75,3.77,5.31,0.576,0.431,0.431,0.818,,,,,
lambs,0.53,0.96,3.51,5.46,0.624,0.552,0.310,0.842,,,,,
lemma,0.25,1.16,3.59,4.59,0.294,0.667,0.347,0.707,,,,,
links,0.53,0.88,3.59,5.63,0.624,0.506,0.347,0.868,,,,,
locks,0.54,0.88,3.58,5.46,0.635,0.506,0.343,0.842,,,,,
mails,0.66,0.98,3.36,6,0.776,0.563,0.241,0.925,,,,,
molds,0.59,0.9,3.52,5.67,0.694,0.517,0.315,0.874,,,,,
mores,0.77,1.11,3.12,6.34,0.906,0.638,0.130,0.978,,,,,
paces,0.73,1.09,3.18,6,0.859,0.626,0.157,0.925,,,,,
pipes,0.66,0.82,3.52,5.26,0.776,0.471,0.315,0.811,,,,,
ponds,0.6,0.82,3.58,5.66,0.706,0.471,0.343,0.873,,,,,
posed,0.54,1.2,3.26,5.83,0.635,0.690,0.194,0.899,,,,,
rhine,0.41,1.15,3.44,5.47,0.482,0.661,0.278,0.843,,,,,
roses,0.72,1.03,3.26,5.61,0.847,0.592,0.194,0.865,,,,,
skins,0.59,0.52,3.89,4.78,0.694,0.299,0.486,0.736,,,,,
snows,0.54,0.61,3.85,4.57,0.635,0.351,0.468,0.703,,,,,
socks,0.63,0.49,3.88,4.83,0.741,0.282,0.481,0.744,,,,,
spain,0.37,1.22,3.42,5.52,0.435,0.701,0.269,0.851,,,,,
tails,0.67,1.12,3.21,6.16,0.788,0.644,0.171,0.950,,,,,
terry,0.42,0.89,3.69,4.93,0.494,0.511,0.394,0.759,,,,,
tunes,0.67,1.06,3.26,6.02,0.788,0.609,0.194,0.929,,,,,
verbs,0.5,1.09,3.41,5.18,0.588,0.626,0.264,0.798,,,,,
waged,0.51,0.87,3.63,5.19,0.600,0.500,0.366,0.800,,,,,
rebut,0.28,1.19,3.53,5.07,0.329,0.684,0.319,0.781,,,,,
linen,0.47,0.89,3.64,4.95,0.553,0.511,0.370,0.762,,,,,
epoch,0.22,1.15,3.64,4.54,0.259,0.661,0.370,0.699,,,,,
siege,0.48,0.97,3.55,4.87,0.565,0.557,0.329,0.750,,,,,
rupee,0.48,0.74,3.78,4.66,0.565,0.425,0.435,0.717,,,,,
lapse,0.43,1.5,3.07,5.68,0.506,0.862,0.106,0.876,,,,,
tease,0.48,1.28,3.24,5.34,0.565,0.736,0.185,0.823,,,,,
fella,0.34,1.03,3.63,4.57,0.400,0.592,0.366,0.703,,,,,
album,0.18,0.97,3.85,4.54,0.212,0.557,0.468,0.699,,,,,
buggy,0.32,0.22,4.46,3.93,0.376,0.126,0.750,0.604,,,,,
cling,0.35,0.77,3.88,4.87,0.412,0.443,0.481,0.750,,,,,
poker,0.5,0.98,3.52,5.48,0.588,0.563,0.315,0.845,,,,,
needy,0.35,0.76,3.89,4.46,0.412,0.437,0.486,0.686,,,,,
alpha,0.18,0.83,3.98,3.93,0.212,0.477,0.528,0.604,,,,,
mulch,0.28,0.66,4.06,4.56,0.329,0.379,0.565,0.702,,,,,
evoke,0.29,0.74,3.97,3.72,0.341,0.425,0.523,0.571,,,,,
laden,0.49,1.22,3.29,5.67,0.576,0.701,0.208,0.874,,,,,
queer,0.42,0.66,3.92,4,0.494,0.379,0.500,0.615,,,,,
juicy,0.34,0.43,4.23,4.17,0.400,0.247,0.644,0.641,,,,,
stain,0.38,1.34,3.28,5.7,0.447,0.770,0.204,0.879,,,,,
beech,0.36,0.65,3.99,4.03,0.424,0.374,0.532,0.620,,,,,
seize,0.5,0.85,3.65,4.56,0.588,0.489,0.375,0.702,,,,,
burnt,0.39,0.76,3.84,5.14,0.459,0.437,0.463,0.792,,,,,
villa,0.28,0.78,3.95,4.29,0.329,0.448,0.514,0.660,,,,,
gaunt,0.42,0.8,3.78,5.18,0.494,0.460,0.435,0.798,,,,,
notch,0.31,0.86,3.82,4.83,0.365,0.494,0.454,0.744,,,,,
poise,0.51,1.3,3.19,5.83,0.600,0.747,0.162,0.899,,,,,
stint,0.41,0.88,3.7,4.87,0.482,0.506,0.398,0.750,,,,,
caper,0.54,1.12,3.34,5.7,0.635,0.644,0.231,0.879,,,,,
fetch,0.32,0.95,3.74,4.6,0.376,0.546,0.417,0.708,,,,,
towel,0.47,1.07,3.46,5.36,0.553,0.615,0.287,0.826,,,,,
pansy,0.46,0.98,3.56,5.55,0.541,0.563,0.333,0.856,,,,,
scent,0.38,1.39,3.24,5.44,0.447,0.799,0.185,0.839,,,,,
noisy,0.43,1.04,3.53,5.41,0.506,0.598,0.319,0.834,,,,,
chili,0.32,0.59,4.09,4.17,0.376,0.339,0.579,0.641,,,,,
spoon,0.33,0.89,3.78,4.6,0.388,0.511,0.435,0.708,,,,,
probe,0.4,1.11,3.5,5.28,0.471,0.638,0.306,0.814,,,,,
aisle,0.41,1.65,2.95,5.9,0.482,0.948,0.051,0.910,,,,,
vogue,0.36,0.86,3.78,4.65,0.424,0.494,0.435,0.716,,,,,
tenor,0.35,1.4,3.25,5.61,0.412,0.805,0.190,0.865,,,,,
spine,0.47,1.25,3.29,5.73,0.553,0.718,0.208,0.884,,,,,
snack,0.36,1.08,3.56,5.13,0.424,0.621,0.333,0.790,,,,,
frost,0.37,1.2,3.43,5.34,0.435,0.690,0.273,0.823,,,,,
ledge,0.36,0.81,3.82,4.38,0.424,0.466,0.454,0.674,,,,,
brute,0.45,1.03,3.53,5.4,0.529,0.592,0.319,0.832,,,,,
fried,0.54,0.94,3.52,5.42,0.635,0.540,0.315,0.835,,,,,
rinse,0.41,1.51,3.08,5.84,0.482,0.868,0.111,0.901,,,,,
sandy,0.52,0.98,3.51,5.68,0.612,0.563,0.310,0.876,,,,,
guise,0.41,1.21,3.38,5.48,0.482,0.695,0.250,0.845,,,,,
rotor,0.36,0.6,4.04,3.96,0.424,0.345,0.556,0.609,,,,,
meter,0.48,0.84,3.68,4.88,0.565,0.483,0.389,0.752,,,,,
relic,0.29,1.38,3.33,5.33,0.341,0.793,0.227,0.821,,,,,
forte,0.52,1.09,3.39,5.57,0.612,0.626,0.255,0.859,,,,,
pinch,0.33,0.66,4.01,4.76,0.388,0.379,0.542,0.733,,,,,
shave,0.46,1.23,3.32,5.3,0.541,0.707,0.222,0.817,,,,,
adios,0.48,1.26,3.26,5.59,0.565,0.724,0.194,0.862,,,,,
ashes,0.54,1.09,3.37,4.81,0.635,0.626,0.245,0.741,,,,,
bangs,0.62,0.79,3.59,5.61,0.729,0.454,0.347,0.865,,,,,
bates,0.77,1.12,3.12,6.18,0.906,0.644,0.130,0.953,,,,,
bitch,0.32,0.69,3.99,4.66,0.376,0.397,0.532,0.717,,,,,
bucks,0.49,0.59,3.92,5.04,0.576,0.339,0.500,0.776,,,,,
casts,0.64,0.76,3.6,5.17,0.753,0.437,0.352,0.797,,,,,
caves,0.75,0.98,3.27,5.72,0.882,0.563,0.199,0.882,,,,,
cries,0.76,1.12,3.12,6.12,0.894,0.644,0.130,0.944,,,,,
danny,0.47,0.52,4.02,4.73,0.553,0.299,0.546,0.728,,,,,
decks,0.5,1.05,3.45,5.36,0.588,0.603,0.282,0.826,,,,,
divan,0.28,0.91,3.81,4.84,0.329,0.523,0.449,0.745,,,,,
ducts,0.5,0.85,3.65,5.3,0.588,0.489,0.375,0.817,,,,,
fille,0.44,0.79,3.78,4.62,0.518,0.454,0.435,0.711,,,,,
gangs,0.58,0.7,3.72,5.04,0.682,0.402,0.407,0.776,,,,,
gunny,0.37,0.28,4.35,4.28,0.435,0.161,0.699,0.658,,,,,
herds,0.55,1.21,3.24,5.73,0.647,0.695,0.185,0.884,,,,,
hough,0.33,0.44,4.24,4,0.388,0.253,0.648,0.615,,,,,
hymns,0.43,0.73,3.85,4.74,0.506,0.420,0.468,0.730,,,,,
johns,0.52,0.71,3.77,4.76,0.612,0.408,0.431,0.733,,,,,
lacks,0.55,0.96,3.49,5.56,0.647,0.552,0.301,0.857,,,,,
lamps,0.55,0.97,3.48,5.6,0.647,0.557,0.296,0.863,,,,,
lions,0.59,1.06,3.36,5.84,0.694,0.609,0.241,0.901,,,,,
myths,0.39,0.82,3.8,4.78,0.459,0.471,0.444,0.736,,,,,
noses,0.69,0.93,3.38,5.38,0.812,0.534,0.250,0.829,,,,,
piers,0.57,1.26,3.16,5.95,0.671,0.724,0.148,0.918,,,,,
props,0.55,0.79,3.66,5.03,0.647,0.454,0.380,0.775,,,,,
rings,0.52,0.97,3.51,5.64,0.612,0.557,0.310,0.870,,,,,
salts,0.72,0.8,3.49,5.47,0.847,0.460,0.301,0.843,,,,,
septa,0.38,1.53,3.09,5.71,0.447,0.879,0.116,0.880,,,,,
tiles,0.69,1.22,3.08,6.28,0.812,0.701,0.111,0.969,,,,,
users,0.42,1.16,3.42,4.72,0.494,0.667,0.269,0.727,,,,,
veins,0.58,1.05,3.38,5.46,0.682,0.603,0.250,0.842,,,,,
wears,0.6,1.31,3.09,5.91,0.706,0.753,0.116,0.911,,,,,
whigs,0.49,0.64,3.87,4.81,0.576,0.368,0.477,0.741,,,,,
yarns,0.6,1.04,3.36,5.8,0.706,0.598,0.241,0.894,,,,,
gamma,0.3,0.38,4.32,3.53,0.353,0.218,0.685,0.542,,,,,
hatch,0.34,0.69,3.96,4.27,0.400,0.397,0.519,0.657,,,,,
tweed,0.42,0.69,3.89,4.34,0.494,0.397,0.486,0.668,,,,,
altar,0.3,1.06,3.64,4.7,0.353,0.609,0.370,0.724,,,,,
ulcer,0.37,1.19,3.44,5.09,0.435,0.684,0.278,0.784,,,,,
